Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_016920845.1	Primary Assembly	Un			JACDQR010002447.1	Chromosome		NW_024398732.1	unplaced-scaffold	5135			Contig2753
GCF_016920845.1	Primary Assembly	Un			JACDQR010002448.1	Chromosome		NW_024398733.1	unplaced-scaffold	1639			Contig2754
GCF_016920845.1	Primary Assembly	Un			JACDQR010002449.1	Chromosome		NW_024398734.1	unplaced-scaffold	1271			Contig2755
GCF_016920845.1	Primary Assembly	Un			JACDQR010002450.1	Chromosome		NW_024398735.1	unplaced-scaffold	1806			Contig2756
GCF_016920845.1	Primary Assembly	Un			JACDQR010002451.1	Chromosome		NW_024398736.1	unplaced-scaffold	2593			Contig2757
GCF_016920845.1	Primary Assembly	Un			JACDQR010002452.1	Chromosome		NW_024398737.1	unplaced-scaffold	2084			Contig2759
GCF_016920845.1	Primary Assembly	Un			JACDQR010002453.1	Chromosome		NW_024398739.1	unplaced-scaffold	1601			Contig2760
GCF_016920845.1	Primary Assembly	Un			JACDQR010002454.1	Chromosome		NW_024398740.1	unplaced-scaffold	5119			Contig2761
GCF_016920845.1	Primary Assembly	Un			JACDQR010002455.1	Chromosome		NW_024398741.1	unplaced-scaffold	5117			Contig2762
GCF_016920845.1	Primary Assembly	Un			JACDQR010002456.1	Chromosome		NW_024398742.1	unplaced-scaffold	1779			Contig2763
GCF_016920845.1	Primary Assembly	Un			JACDQR010002457.1	Chromosome		NW_024398743.1	unplaced-scaffold	3128			Contig2764
GCF_016920845.1	Primary Assembly	Un			JACDQR010002458.1	Chromosome		NW_024398744.1	unplaced-scaffold	764			Contig2765
GCF_016920845.1	Primary Assembly	Un			JACDQR010002459.1	Chromosome		NW_024398745.1	unplaced-scaffold	1308			Contig2766
GCF_016920845.1	Primary Assembly	Un			JACDQR010002460.1	Chromosome		NW_024398746.1	unplaced-scaffold	5106			Contig2767
GCF_016920845.1	Primary Assembly	Un			JACDQR010002461.1	Chromosome		NW_024398747.1	unplaced-scaffold	3384			Contig2768
GCF_016920845.1	Primary Assembly	Un			JACDQR010002462.1	Chromosome		NW_024398749.1	unplaced-scaffold	1894			Contig2770
GCF_016920845.1	Primary Assembly	Un			JACDQR010002463.1	Chromosome		NW_024398750.1	unplaced-scaffold	1105			Contig2772
GCF_016920845.1	Primary Assembly	Un			JACDQR010002464.1	Chromosome		NW_024398751.1	unplaced-scaffold	1917			Contig2773
GCF_016920845.1	Primary Assembly	Un			JACDQR010002465.1	Chromosome		NW_024398752.1	unplaced-scaffold	2643			Contig2774
GCF_016920845.1	Primary Assembly	Un			JACDQR010002466.1	Chromosome		NW_024398753.1	unplaced-scaffold	2025			Contig2775
GCF_016920845.1	Primary Assembly	Un			JACDQR010002467.1	Chromosome		NW_024398754.1	unplaced-scaffold	5079			Contig2777
GCF_016920845.1	Primary Assembly	Un			JACDQR010002468.1	Chromosome		NW_024398755.1	unplaced-scaffold	1759			Contig2778
GCF_016920845.1	Primary Assembly	Un			JACDQR010002469.1	Chromosome		NW_024398756.1	unplaced-scaffold	2543			Contig2779
GCF_016920845.1	Primary Assembly	Un			JACDQR010002470.1	Chromosome		NW_024398758.1	unplaced-scaffold	1389			Contig2781
GCF_016920845.1	Primary Assembly	Un			JACDQR010002471.1	Chromosome		NW_024398759.1	unplaced-scaffold	1194			Contig2782
GCF_016920845.1	Primary Assembly	Un			JACDQR010002472.1	Chromosome		NW_024398760.1	unplaced-scaffold	3575			Contig2783
GCF_016920845.1	Primary Assembly	Un			JACDQR010002473.1	Chromosome		NW_024398761.1	unplaced-scaffold	5042			Contig2784
GCF_016920845.1	Primary Assembly	Un			JACDQR010002474.1	Chromosome		NW_024398762.1	unplaced-scaffold	5038			Contig2786
GCF_016920845.1	Primary Assembly	Un			JACDQR010002475.1	Chromosome		NW_024398763.1	unplaced-scaffold	1946			Contig2787
GCF_016920845.1	Primary Assembly	Un			JACDQR010002476.1	Chromosome		NW_024398764.1	unplaced-scaffold	1426			Contig2789
GCF_016920845.1	Primary Assembly	Un			JACDQR010002477.1	Chromosome		NW_024398766.1	unplaced-scaffold	1695			Contig2790
GCF_016920845.1	Primary Assembly	Un			JACDQR010002478.1	Chromosome		NW_024398767.1	unplaced-scaffold	1490			Contig2791
GCF_016920845.1	Primary Assembly	Un			JACDQR010002479.1	Chromosome		NW_024398768.1	unplaced-scaffold	5025			Contig2792
GCF_016920845.1	Primary Assembly	Un			JACDQR010002480.1	Chromosome		NW_024398769.1	unplaced-scaffold	1615			Contig2793
GCF_016920845.1	Primary Assembly	Un			JACDQR010002481.1	Chromosome		NW_024398770.1	unplaced-scaffold	3308			Contig2794
GCF_016920845.1	Primary Assembly	Un			JACDQR010002482.1	Chromosome		NW_024398771.1	unplaced-scaffold	669			Contig2795
GCF_016920845.1	Primary Assembly	Un			JACDQR010002483.1	Chromosome		NW_024398772.1	unplaced-scaffold	2300			Contig2796
GCF_016920845.1	Primary Assembly	Un			JACDQR010002484.1	Chromosome		NW_024398773.1	unplaced-scaffold	1548			Contig2799
GCF_016920845.1	Primary Assembly	Un			JACDQR010002485.1	Chromosome		NW_024398776.1	unplaced-scaffold	2271			Contig2802
GCF_016920845.1	Primary Assembly	Un			JACDQR010002486.1	Chromosome		NW_024398777.1	unplaced-scaffold	1890			Contig2806
GCF_016920845.1	Primary Assembly	Un			JACDQR010002487.1	Chromosome		NW_024398778.1	unplaced-scaffold	2250			Contig2807
GCF_016920845.1	Primary Assembly	Un			JACDQR010002488.1	Chromosome		NW_024398779.1	unplaced-scaffold	1999			Contig2808
GCF_016920845.1	Primary Assembly	Un			JACDQR010002489.1	Chromosome		NW_024398781.1	unplaced-scaffold	1104			Contig2810
GCF_016920845.1	Primary Assembly	Un			JACDQR010002490.1	Chromosome		NW_024398782.1	unplaced-scaffold	1609			Contig2811
GCF_016920845.1	Primary Assembly	Un			JACDQR010002491.1	Chromosome		NW_024398783.1	unplaced-scaffold	1863			Contig2813
GCF_016920845.1	Primary Assembly	Un			JACDQR010002492.1	Chromosome		NW_024398784.1	unplaced-scaffold	4975			Contig2814
GCF_016920845.1	Primary Assembly	Un			JACDQR010002493.1	Chromosome		NW_024398785.1	unplaced-scaffold	4969			Contig2815
GCF_016920845.1	Primary Assembly	Un			JACDQR010002494.1	Chromosome		NW_024398786.1	unplaced-scaffold	1443			Contig2818
GCF_016920845.1	Primary Assembly	Un			JACDQR010002495.1	Chromosome		NW_024398787.1	unplaced-scaffold	1521			Contig2819
GCF_016920845.1	Primary Assembly	Un			JACDQR010002496.1	Chromosome		NW_024398789.1	unplaced-scaffold	1123			Contig2820
GCF_016920845.1	Primary Assembly	Un			JACDQR010002497.1	Chromosome		NW_024398790.1	unplaced-scaffold	2244			Contig2821
GCF_016920845.1	Primary Assembly	Un			JACDQR010002498.1	Chromosome		NW_024398791.1	unplaced-scaffold	1704			Contig2823
GCF_016920845.1	Primary Assembly	Un			JACDQR010002499.1	Chromosome		NW_024398792.1	unplaced-scaffold	1764			Contig2824
GCF_016920845.1	Primary Assembly	Un			JACDQR010002500.1	Chromosome		NW_024398793.1	unplaced-scaffold	2483			Contig2825
GCF_016920845.1	Primary Assembly	Un			JACDQR010002501.1	Chromosome		NW_024398794.1	unplaced-scaffold	2623			Contig2826
GCF_016920845.1	Primary Assembly	Un			JACDQR010002502.1	Chromosome		NW_024398795.1	unplaced-scaffold	1691			Contig2828
GCF_016920845.1	Primary Assembly	Un			JACDQR010002503.1	Chromosome		NW_024398797.1	unplaced-scaffold	1500			Contig2832
GCF_016920845.1	Primary Assembly	Un			JACDQR010002504.1	Chromosome		NW_024398798.1	unplaced-scaffold	1882			Contig2833
GCF_016920845.1	Primary Assembly	Un			JACDQR010002505.1	Chromosome		NW_024398799.1	unplaced-scaffold	4919			Contig2834
GCF_016920845.1	Primary Assembly	Un			JACDQR010002506.1	Chromosome		NW_024398801.1	unplaced-scaffold	1620			Contig2840
GCF_016920845.1	Primary Assembly	Un			JACDQR010002507.1	Chromosome		NW_024398802.1	unplaced-scaffold	4903			Contig2841
GCF_016920845.1	Primary Assembly	Un			JACDQR010002508.1	Chromosome		NW_024398803.1	unplaced-scaffold	1613			Contig2842
GCF_016920845.1	Primary Assembly	Un			JACDQR010002509.1	Chromosome		NW_024398804.1	unplaced-scaffold	1426			Contig2843
GCF_016920845.1	Primary Assembly	Un			JACDQR010002510.1	Chromosome		NW_024398805.1	unplaced-scaffold	4895			Contig2844
GCF_016920845.1	Primary Assembly	Un			JACDQR010002511.1	Chromosome		NW_024398806.1	unplaced-scaffold	4884			Contig2845
GCF_016920845.1	Primary Assembly	Un			JACDQR010002512.1	Chromosome		NW_024398807.1	unplaced-scaffold	4883			Contig2846
GCF_016920845.1	Primary Assembly	Un			JACDQR010002513.1	Chromosome		NW_024398808.1	unplaced-scaffold	1115			Contig2847
GCF_016920845.1	Primary Assembly	Un			JACDQR010002514.1	Chromosome		NW_024398809.1	unplaced-scaffold	3485			Contig2848
GCF_016920845.1	Primary Assembly	Un			JACDQR010002515.1	Chromosome		NW_024398810.1	unplaced-scaffold	1503			Contig2849
GCF_016920845.1	Primary Assembly	Un			JACDQR010002516.1	Chromosome		NW_024398812.1	unplaced-scaffold	859			Contig2850
GCF_016920845.1	Primary Assembly	Un			JACDQR010002517.1	Chromosome		NW_024398813.1	unplaced-scaffold	2530			Contig2851
GCF_016920845.1	Primary Assembly	Un			JACDQR010002518.1	Chromosome		NW_024398814.1	unplaced-scaffold	2206			Contig2852
GCF_016920845.1	Primary Assembly	Un			JACDQR010002519.1	Chromosome		NW_024398815.1	unplaced-scaffold	2570			Contig2853
GCF_016920845.1	Primary Assembly	Un			JACDQR010002520.1	Chromosome		NW_024398816.1	unplaced-scaffold	1609			Contig2857
GCF_016920845.1	Primary Assembly	Un			JACDQR010002521.1	Chromosome		NW_024398817.1	unplaced-scaffold	1517			Contig2858
GCF_016920845.1	Primary Assembly	Un			JACDQR010002522.1	Chromosome		NW_024398818.1	unplaced-scaffold	1628			Contig2859
GCF_016920845.1	Primary Assembly	Un			JACDQR010002523.1	Chromosome		NW_024398820.1	unplaced-scaffold	1446			Contig2860
GCF_016920845.1	Primary Assembly	Un			JACDQR010002524.1	Chromosome		NW_024398821.1	unplaced-scaffold	1009			Contig2861
GCF_016920845.1	Primary Assembly	Un			JACDQR010002525.1	Chromosome		NW_024398822.1	unplaced-scaffold	4847			Contig2862
GCF_016920845.1	Primary Assembly	Un			JACDQR010002526.1	Chromosome		NW_024398823.1	unplaced-scaffold	1554			Contig2863
GCF_016920845.1	Primary Assembly	Un			JACDQR010002527.1	Chromosome		NW_024398824.1	unplaced-scaffold	1344			Contig2864
GCF_016920845.1	Primary Assembly	Un			JACDQR010002528.1	Chromosome		NW_024398825.1	unplaced-scaffold	2641			Contig2865
GCF_016920845.1	Primary Assembly	Un			JACDQR010002529.1	Chromosome		NW_024398826.1	unplaced-scaffold	1393			Contig2866
GCF_016920845.1	Primary Assembly	Un			JACDQR010002530.1	Chromosome		NW_024398827.1	unplaced-scaffold	1765			Contig2867
GCF_016920845.1	Primary Assembly	Un			JACDQR010002531.1	Chromosome		NW_024398828.1	unplaced-scaffold	1482			Contig2868
GCF_016920845.1	Primary Assembly	Un			JACDQR010002532.1	Chromosome		NW_024398829.1	unplaced-scaffold	1566			Contig2869
GCF_016920845.1	Primary Assembly	Un			JACDQR010002533.1	Chromosome		NW_024398831.1	unplaced-scaffold	1020			Contig2870
GCF_016920845.1	Primary Assembly	Un			JACDQR010002534.1	Chromosome		NW_024398832.1	unplaced-scaffold	1157			Contig2871
GCF_016920845.1	Primary Assembly	Un			JACDQR010002535.1	Chromosome		NW_024398833.1	unplaced-scaffold	1564			Contig2872
GCF_016920845.1	Primary Assembly	Un			JACDQR010002536.1	Chromosome		NW_024398834.1	unplaced-scaffold	1266			Contig2873
GCF_016920845.1	Primary Assembly	Un			JACDQR010002537.1	Chromosome		NW_024398835.1	unplaced-scaffold	1512			Contig2874
GCF_016920845.1	Primary Assembly	Un			JACDQR010002538.1	Chromosome		NW_024398836.1	unplaced-scaffold	1287			Contig2877
GCF_016920845.1	Primary Assembly	Un			JACDQR010002539.1	Chromosome		NW_024398837.1	unplaced-scaffold	1394			Contig2878
GCF_016920845.1	Primary Assembly	Un			JACDQR010002540.1	Chromosome		NW_024398838.1	unplaced-scaffold	1054			Contig2879
GCF_016920845.1	Primary Assembly	Un			JACDQR010002541.1	Chromosome		NW_024398840.1	unplaced-scaffold	1310			Contig2880
GCF_016920845.1	Primary Assembly	Un			JACDQR010002542.1	Chromosome		NW_024398841.1	unplaced-scaffold	4780			Contig2881
GCF_016920845.1	Primary Assembly	Un			JACDQR010002543.1	Chromosome		NW_024398842.1	unplaced-scaffold	4780			Contig2882
GCF_016920845.1	Primary Assembly	Un			JACDQR010002544.1	Chromosome		NW_024398843.1	unplaced-scaffold	1487			Contig2884
GCF_016920845.1	Primary Assembly	Un			JACDQR010002545.1	Chromosome		NW_024398844.1	unplaced-scaffold	1196			Contig2885
GCF_016920845.1	Primary Assembly	Un			JACDQR010002546.1	Chromosome		NW_024398845.1	unplaced-scaffold	1291			Contig2887
GCF_016920845.1	Primary Assembly	Un			JACDQR010002547.1	Chromosome		NW_024398846.1	unplaced-scaffold	4761			Contig2889
GCF_016920845.1	Primary Assembly	Un			JACDQR010002548.1	Chromosome		NW_024398848.1	unplaced-scaffold	4754			Contig2890
GCF_016920845.1	Primary Assembly	Un			JACDQR010002549.1	Chromosome		NW_024398849.1	unplaced-scaffold	882			Contig2891
GCF_016920845.1	Primary Assembly	Un			JACDQR010002550.1	Chromosome		NW_024398850.1	unplaced-scaffold	1306			Contig2892
GCF_016920845.1	Primary Assembly	Un			JACDQR010002551.1	Chromosome		NW_024398851.1	unplaced-scaffold	4739			Contig2893
GCF_016920845.1	Primary Assembly	Un			JACDQR010002552.1	Chromosome		NW_024398852.1	unplaced-scaffold	3253			Contig2894
GCF_016920845.1	Primary Assembly	Un			JACDQR010002553.1	Chromosome		NW_024398853.1	unplaced-scaffold	1340			Contig2895
GCF_016920845.1	Primary Assembly	Un			JACDQR010002554.1	Chromosome		NW_024398854.1	unplaced-scaffold	1469			Contig2897
GCF_016920845.1	Primary Assembly	Un			JACDQR010002555.1	Chromosome		NW_024398855.1	unplaced-scaffold	4733			Contig2898
GCF_016920845.1	Primary Assembly	Un			JACDQR010002556.1	Chromosome		NW_024398856.1	unplaced-scaffold	4732			Contig2899
GCF_016920845.1	Primary Assembly	Un			JACDQR010002557.1	Chromosome		NW_024398859.1	unplaced-scaffold	2480			Contig2901
GCF_016920845.1	Primary Assembly	Un			JACDQR010002558.1	Chromosome		NW_024398860.1	unplaced-scaffold	1740			Contig2903
GCF_016920845.1	Primary Assembly	Un			JACDQR010002559.1	Chromosome		NW_024398861.1	unplaced-scaffold	4696			Contig2904
GCF_016920845.1	Primary Assembly	Un			JACDQR010002560.1	Chromosome		NW_024398862.1	unplaced-scaffold	2176			Contig2905
GCF_016920845.1	Primary Assembly	Un			JACDQR010002561.1	Chromosome		NW_024398863.1	unplaced-scaffold	1634			Contig2906
GCF_016920845.1	Primary Assembly	Un			JACDQR010002562.1	Chromosome		NW_024398864.1	unplaced-scaffold	1280			Contig2907
GCF_016920845.1	Primary Assembly	Un			JACDQR010002563.1	Chromosome		NW_024398865.1	unplaced-scaffold	1927			Contig2908
GCF_016920845.1	Primary Assembly	Un			JACDQR010002564.1	Chromosome		NW_024398866.1	unplaced-scaffold	1133			Contig2909
GCF_016920845.1	Primary Assembly	Un			JACDQR010002565.1	Chromosome		NW_024398868.1	unplaced-scaffold	1001			Contig2910
GCF_016920845.1	Primary Assembly	Un			JACDQR010002566.1	Chromosome		NW_024398869.1	unplaced-scaffold	1437			Contig2911
GCF_016920845.1	Primary Assembly	Un			JACDQR010002567.1	Chromosome		NW_024398870.1	unplaced-scaffold	4678			Contig2913
GCF_016920845.1	Primary Assembly	Un			JACDQR010002568.1	Chromosome		NW_024398871.1	unplaced-scaffold	998			Contig2914
GCF_016920845.1	Primary Assembly	Un			JACDQR010002569.1	Chromosome		NW_024398872.1	unplaced-scaffold	1333			Contig2915
GCF_016920845.1	Primary Assembly	Un			JACDQR010002570.1	Chromosome		NW_024398873.1	unplaced-scaffold	963			Contig2916
GCF_016920845.1	Primary Assembly	Un			JACDQR010002571.1	Chromosome		NW_024398874.1	unplaced-scaffold	1298			Contig2917
GCF_016920845.1	Primary Assembly	Un			JACDQR010002572.1	Chromosome		NW_024398875.1	unplaced-scaffold	1809			Contig2918
GCF_016920845.1	Primary Assembly	Un			JACDQR010002573.1	Chromosome		NW_024398876.1	unplaced-scaffold	2555			Contig2919
GCF_016920845.1	Primary Assembly	Un			JACDQR010002574.1	Chromosome		NW_024398878.1	unplaced-scaffold	1877			Contig2921
GCF_016920845.1	Primary Assembly	Un			JACDQR010002575.1	Chromosome		NW_024398879.1	unplaced-scaffold	1680			Contig2922
GCF_016920845.1	Primary Assembly	Un			JACDQR010002576.1	Chromosome		NW_024398880.1	unplaced-scaffold	2087			Contig2923
GCF_016920845.1	Primary Assembly	Un			JACDQR010002577.1	Chromosome		NW_024398881.1	unplaced-scaffold	1474			Contig2924
GCF_016920845.1	Primary Assembly	Un			JACDQR010002578.1	Chromosome		NW_024398882.1	unplaced-scaffold	1338			Contig2925
GCF_016920845.1	Primary Assembly	Un			JACDQR010002579.1	Chromosome		NW_024398883.1	unplaced-scaffold	1131			Contig2927
GCF_016920845.1	Primary Assembly	Un			JACDQR010002580.1	Chromosome		NW_024398884.1	unplaced-scaffold	4642			Contig2928
GCF_016920845.1	Primary Assembly	Un			JACDQR010002581.1	Chromosome		NW_024398885.1	unplaced-scaffold	2852			Contig2929
GCF_016920845.1	Primary Assembly	Un			JACDQR010002582.1	Chromosome		NW_024398887.1	unplaced-scaffold	1396			Contig2930
GCF_016920845.1	Primary Assembly	Un			JACDQR010002583.1	Chromosome		NW_024398888.1	unplaced-scaffold	1333			Contig2931
GCF_016920845.1	Primary Assembly	Un			JACDQR010002584.1	Chromosome		NW_024398889.1	unplaced-scaffold	1562			Contig2932
GCF_016920845.1	Primary Assembly	Un			JACDQR010002585.1	Chromosome		NW_024398890.1	unplaced-scaffold	1551			Contig2933
GCF_016920845.1	Primary Assembly	Un			JACDQR010002586.1	Chromosome		NW_024398891.1	unplaced-scaffold	1394			Contig2934
GCF_016920845.1	Primary Assembly	Un			JACDQR010002587.1	Chromosome		NW_024398892.1	unplaced-scaffold	937			Contig2935
GCF_016920845.1	Primary Assembly	Un			JACDQR010002588.1	Chromosome		NW_024398893.1	unplaced-scaffold	1631			Contig2936
GCF_016920845.1	Primary Assembly	Un			JACDQR010002589.1	Chromosome		NW_024398894.1	unplaced-scaffold	1788			Contig2937
GCF_016920845.1	Primary Assembly	Un			JACDQR010002590.1	Chromosome		NW_024398896.1	unplaced-scaffold	818			Contig2940
GCF_016920845.1	Primary Assembly	Un			JACDQR010002591.1	Chromosome		NW_024398897.1	unplaced-scaffold	788			Contig2941
GCF_016920845.1	Primary Assembly	Un			JACDQR010002592.1	Chromosome		NW_024398898.1	unplaced-scaffold	2131			Contig2942
GCF_016920845.1	Primary Assembly	Un			JACDQR010002593.1	Chromosome		NW_024398899.1	unplaced-scaffold	1125			Contig2945
GCF_016920845.1	Primary Assembly	Un			JACDQR010002594.1	Chromosome		NW_024398900.1	unplaced-scaffold	1254			Contig2946
GCF_016920845.1	Primary Assembly	Un			JACDQR010002595.1	Chromosome		NW_024398901.1	unplaced-scaffold	3132			Contig2947
GCF_016920845.1	Primary Assembly	Un			JACDQR010002596.1	Chromosome		NW_024398902.1	unplaced-scaffold	737			Contig2948
GCF_016920845.1	Primary Assembly	Un			JACDQR010002597.1	Chromosome		NW_024398903.1	unplaced-scaffold	1828			Contig2949
GCF_016920845.1	Primary Assembly	Un			JACDQR010002598.1	Chromosome		NW_024398905.1	unplaced-scaffold	1240			Contig2950
GCF_016920845.1	Primary Assembly	Un			JACDQR010002599.1	Chromosome		NW_024398906.1	unplaced-scaffold	2856			Contig2952
GCF_016920845.1	Primary Assembly	Un			JACDQR010002600.1	Chromosome		NW_024398907.1	unplaced-scaffold	4564			Contig2953
GCF_016920845.1	Primary Assembly	Un			JACDQR010002601.1	Chromosome		NW_024398908.1	unplaced-scaffold	1943			Contig2955
GCF_016920845.1	Primary Assembly	Un			JACDQR010002602.1	Chromosome		NW_024398909.1	unplaced-scaffold	1196			Contig2958
GCF_016920845.1	Primary Assembly	Un			JACDQR010002603.1	Chromosome		NW_024398910.1	unplaced-scaffold	1262			Contig2959
GCF_016920845.1	Primary Assembly	Un			JACDQR010002604.1	Chromosome		NW_024398912.1	unplaced-scaffold	1508			Contig2960
GCF_016920845.1	Primary Assembly	Un			JACDQR010002605.1	Chromosome		NW_024398913.1	unplaced-scaffold	2552			Contig2961
GCF_016920845.1	Primary Assembly	Un			JACDQR010002606.1	Chromosome		NW_024398914.1	unplaced-scaffold	2031			Contig2962
GCF_016920845.1	Primary Assembly	Un			JACDQR010002607.1	Chromosome		NW_024398915.1	unplaced-scaffold	2419			Contig2963
GCF_016920845.1	Primary Assembly	Un			JACDQR010002608.1	Chromosome		NW_024398916.1	unplaced-scaffold	4534			Contig2964
GCF_016920845.1	Primary Assembly	Un			JACDQR010002609.1	Chromosome		NW_024398917.1	unplaced-scaffold	974			Contig2965
GCF_016920845.1	Primary Assembly	Un			JACDQR010002610.1	Chromosome		NW_024398918.1	unplaced-scaffold	1731			Contig2966
GCF_016920845.1	Primary Assembly	Un			JACDQR010002611.1	Chromosome		NW_024398919.1	unplaced-scaffold	1366			Contig2968
GCF_016920845.1	Primary Assembly	Un			JACDQR010002612.1	Chromosome		NW_024398920.1	unplaced-scaffold	771			Contig2969
GCF_016920845.1	Primary Assembly	Un			JACDQR010002613.1	Chromosome		NW_024398922.1	unplaced-scaffold	874			Contig2970
GCF_016920845.1	Primary Assembly	Un			JACDQR010002614.1	Chromosome		NW_024398923.1	unplaced-scaffold	4515			Contig2971
GCF_016920845.1	Primary Assembly	Un			JACDQR010002615.1	Chromosome		NW_024398924.1	unplaced-scaffold	1386			Contig2972
